company_id,company_name,sector,city,state,lat,lng,verified,rating,total_transactions,material_type,material_label,quantity_kg,price_per_kg,emission_factor,sector_material,description
C052,Tata Limited,Foundry,Ahmedabad,Gujarat,23.217044180792005,72.82411551738058,True,4.2,38,cardboard,Cardboard / OCC,355,13.5,0.94,paper,"Cardboard / OCC surplus from paint manufacturer operations, approximately 355kg available, grade A, located in Ahmedabad, Gujarat"
C052,Tata Limited,Foundry,Ahmedabad,Gujarat,23.217044180792005,72.82411551738058,True,4.2,38,iron_powder,Iron Powder,341,19.2,1.6,metals,"Iron Powder surplus from construction materials operations, approximately 341kg available, grade B, located in Ahmedabad, Gujarat"
C053,Sunrise Manufacturing,Textile Mill,Ludhiana,Punjab,31.1781466613157,76.0588751683437,True,4.9,97,cardboard,Cardboard / OCC,214,12.4,0.94,paper,"Cardboard / OCC surplus from paper mill operations, approximately 214kg available, grade A, located in Ludhiana, Punjab"
C053,Sunrise Manufacturing,Textile Mill,Ludhiana,Punjab,31.1781466613157,76.0588751683437,True,4.9,97,fly_ash,Fly Ash,1554,2.8,0.48,industrial,"Fly Ash surplus from chemical plant operations, approximately 1554kg available, grade B, located in Ludhiana, Punjab"
C054,JSW Associates,Paint Manufacturer,Delhi,Delhi,28.69913548131461,76.8572454437763,True,4.0,85,pcb_scrap,PCB / E-Waste Scrap,1013,181.0,5.4,electronic,"PCB / E-Waste Scrap surplus from electronics assembly operations, approximately 1013kg available, grade A, located in Delhi, Delhi"
C054,JSW Associates,Paint Manufacturer,Delhi,Delhi,28.69913548131461,76.8572454437763,True,4.0,85,fly_ash,Fly Ash,1926,2.8,0.48,industrial,"Fly Ash surplus from food processing operations, approximately 1926kg available, grade B, located in Delhi, Delhi"
C055,Allied Industries,Electronics Assembly,Pune,Maharashtra,18.27323587566547,73.70813931056533,False,4.7,110,pp_granules,PP Granules,640,65.0,1.96,plastics,"PP Granules surplus from paper mill operations, approximately 640kg available, grade A, located in Pune, Maharashtra"
C056,Pioneer Associates,Electronics Assembly,Hyderabad,Telangana,17.54099432163661,78.30883494301017,True,4.9,56,pp_granules,PP Granules,1111,59.4,1.96,plastics,"PP Granules surplus from cement plant operations, approximately 1111kg available, grade B, located in Hyderabad, Telangana"
C057,JSW Manufacturing,Textile Mill,Indore,MP,23.01495428363713,76.1054579270905,True,3.7,106,steel_scrap,Steel Scrap,1686,35.0,1.85,metals,"Steel Scrap surplus from construction materials operations, approximately 1686kg available, grade B, located in Indore, MP"
C057,JSW Manufacturing,Textile Mill,Indore,MP,23.01495428363713,76.1054579270905,True,3.7,106,wood_chips,Wood Chips,686,6.1,0.72,organic,"Wood Chips surplus from plastic moulding operations, approximately 686kg available, grade A, located in Indore, MP"
C058,Jindal Processing,Food Processing,Nagpur,Maharashtra,21.150744534955738,79.31579575308788,True,3.9,101,cardboard,Cardboard / OCC,1759,11.9,0.94,paper,"Cardboard / OCC surplus from electronics assembly operations, approximately 1759kg available, grade B, located in Nagpur, Maharashtra"
C058,Jindal Processing,Food Processing,Nagpur,Maharashtra,21.150744534955738,79.31579575308788,True,3.9,101,sawdust,Sawdust,549,3.9,0.65,organic,"Sawdust surplus from construction materials operations, approximately 549kg available, grade B, located in Nagpur, Maharashtra"
C059,Pioneer Recyclers,Electronics Assembly,Kolkata,West Bengal,22.595748346622326,88.2709743650158,True,4.3,58,fly_ash,Fly Ash,1730,2.6,0.48,industrial,"Fly Ash surplus from foundry operations, approximately 1730kg available, grade B, located in Kolkata, West Bengal"
C059,Pioneer Recyclers,Electronics Assembly,Kolkata,West Bengal,22.595748346622326,88.2709743650158,True,4.3,58,pcb_scrap,PCB / E-Waste Scrap,661,198.2,5.4,electronic,"PCB / E-Waste Scrap surplus from food processing operations, approximately 661kg available, grade A, located in Kolkata, West Bengal"
C060,Pioneer Works,Paper Mill,Indore,MP,23.012648401163617,76.03313619641995,True,3.7,4,sawdust,Sawdust,834,3.7,0.65,organic,"Sawdust surplus from cement plant operations, approximately 834kg available, grade B, located in Indore, MP"
C060,Pioneer Works,Paper Mill,Indore,MP,23.012648401163617,76.03313619641995,True,3.7,4,iron_powder,Iron Powder,891,19.0,1.6,metals,"Iron Powder surplus from foundry operations, approximately 891kg available, grade B, located in Indore, MP"
C061,Premier Manufacturing,Electronics Assembly,Nagpur,Maharashtra,21.314715174763815,78.94721366772605,True,4.1,10,used_lubricant,Used Lubricant Oil,254,25.2,2.85,chemical,"Used Lubricant Oil surplus from electronics assembly operations, approximately 254kg available, grade A, located in Nagpur, Maharashtra"
C061,Premier Manufacturing,Electronics Assembly,Nagpur,Maharashtra,21.314715174763815,78.94721366772605,True,4.1,10,fly_ash,Fly Ash,81,3.2,0.48,industrial,"Fly Ash surplus from paper mill operations, approximately 81kg available, grade A, located in Nagpur, Maharashtra"
C062,Tata Processing,Foundry,Kolkata,West Bengal,22.32682759846138,88.65090263693233,True,4.6,12,pet_flakes,PET Flakes,1836,45.6,2.15,plastics,"PET Flakes surplus from food processing operations, approximately 1836kg available, grade A, located in Kolkata, West Bengal"
C062,Tata Processing,Foundry,Kolkata,West Bengal,22.32682759846138,88.65090263693233,True,4.6,12,wood_chips,Wood Chips,190,5.5,0.72,organic,"Wood Chips surplus from furniture manufacturer operations, approximately 190kg available, grade B, located in Kolkata, West Bengal"
C063,Mahindra Solutions,Paper Mill,Coimbatore,Tamil Nadu,10.804141877419639,76.97449979088925,True,4.7,21,fly_ash,Fly Ash,714,3.3,0.48,industrial,"Fly Ash surplus from chemical plant operations, approximately 714kg available, grade A, located in Coimbatore, Tamil Nadu"
C064,Shree Pvt Ltd,Furniture Manufacturer,Nagpur,Maharashtra,20.998186403648127,78.9413960248955,False,4.7,115,kraft_paper,Kraft Paper Waste,1069,9.0,0.86,paper,"Kraft Paper Waste surplus from construction materials operations, approximately 1069kg available, grade A, located in Nagpur, Maharashtra"
C065,Anand Pvt Ltd,Paint Manufacturer,Surat,Gujarat,21.05147300232299,73.13072413930011,True,3.7,48,mixed_plastic,Mixed Plastic Scrap,1253,16.9,1.5,plastics,"Mixed Plastic Scrap surplus from paper mill operations, approximately 1253kg available, grade B, located in Surat, Gujarat"
C066,Bharat Limited,Foundry,Bangalore,Karnataka,12.969636371914323,77.83709317453624,True,4.7,77,sawdust,Sawdust,860,3.7,0.65,organic,"Sawdust surplus from food processing operations, approximately 860kg available, grade B, located in Bangalore, Karnataka"
C066,Bharat Limited,Foundry,Bangalore,Karnataka,12.969636371914323,77.83709317453624,True,4.7,77,hdpe_pellets,HDPE Plastic Pellets,1821,61.2,1.73,plastics,"HDPE Plastic Pellets surplus from foundry operations, approximately 1821kg available, grade A, located in Bangalore, Karnataka"
C067,Premier Associates,Packaging Manufacturer,Jamshedpur,Jharkhand,23.046642222443783,86.2907043653343,True,4.2,74,wood_chips,Wood Chips,563,6.3,0.72,organic,"Wood Chips surplus from foundry operations, approximately 563kg available, grade A, located in Jamshedpur, Jharkhand"
C067,Premier Associates,Packaging Manufacturer,Jamshedpur,Jharkhand,23.046642222443783,86.2907043653343,True,4.2,74,iron_powder,Iron Powder,1621,23.1,1.6,metals,"Iron Powder surplus from paint manufacturer operations, approximately 1621kg available, grade A, located in Jamshedpur, Jharkhand"
C068,Global Recyclers,Cement Plant,Rajkot,Gujarat,22.32754465539065,71.0850937487268,True,4.9,106,fly_ash,Fly Ash,719,3.2,0.48,industrial,"Fly Ash surplus from construction materials operations, approximately 719kg available, grade A, located in Rajkot, Gujarat"
C069,Jindal Corp,Steel Mill,Nagpur,Maharashtra,20.899981725341153,79.02494473619723,True,3.7,47,pcb_scrap,PCB / E-Waste Scrap,1697,159.2,5.4,electronic,"PCB / E-Waste Scrap surplus from packaging manufacturer operations, approximately 1697kg available, grade B, located in Nagpur, Maharashtra"
C069,Jindal Corp,Steel Mill,Nagpur,Maharashtra,20.899981725341153,79.02494473619723,True,3.7,47,hdpe_pellets,HDPE Plastic Pellets,338,62.4,1.73,plastics,"HDPE Plastic Pellets surplus from textile mill operations, approximately 338kg available, grade A, located in Nagpur, Maharashtra"
C070,Reliance Limited,Textile Mill,Delhi,Delhi,28.792691428383666,77.18374235342677,True,4.6,83,used_lubricant,Used Lubricant Oil,1432,23.0,2.85,chemical,"Used Lubricant Oil surplus from automobile parts operations, approximately 1432kg available, grade B, located in Delhi, Delhi"
C070,Reliance Limited,Textile Mill,Delhi,Delhi,28.792691428383666,77.18374235342677,True,4.6,83,wood_chips,Wood Chips,1318,6.7,0.72,organic,"Wood Chips surplus from plastic moulding operations, approximately 1318kg available, grade A, located in Delhi, Delhi"
C071,Modern Processing,Plastic Moulding,Chennai,Tamil Nadu,12.864098429223803,80.24288625413334,True,4.6,69,steel_scrap,Steel Scrap,673,43.7,1.85,metals,"Steel Scrap surplus from packaging manufacturer operations, approximately 673kg available, grade A, located in Chennai, Tamil Nadu"
C072,Bharat Solutions,Textile Mill,Chennai,Tamil Nadu,13.048729851636422,80.54103310191086,True,3.6,87,wood_chips,Wood Chips,1310,5.8,0.72,organic,"Wood Chips surplus from chemical plant operations, approximately 1310kg available, grade B, located in Chennai, Tamil Nadu"
C073,Kalyan Industries,Automobile Parts,Rajkot,Gujarat,22.475976754272768,70.64834133829841,False,4.3,8,pp_granules,PP Granules,300,70.4,1.96,plastics,"PP Granules surplus from paint manufacturer operations, approximately 300kg available, grade A, located in Rajkot, Gujarat"
C073,Kalyan Industries,Automobile Parts,Rajkot,Gujarat,22.475976754272768,70.64834133829841,False,4.3,8,hdpe_pellets,HDPE Plastic Pellets,981,50.9,1.73,plastics,"HDPE Plastic Pellets surplus from textile mill operations, approximately 981kg available, grade B, located in Rajkot, Gujarat"
C074,Kalyan Industries,Chemical Plant,Kolkata,West Bengal,22.787643675828107,88.15071278819231,False,3.9,22,used_lubricant,Used Lubricant Oil,527,23.7,2.85,chemical,"Used Lubricant Oil surplus from construction materials operations, approximately 527kg available, grade B, located in Kolkata, West Bengal"
C075,Reliance Industries,Construction Materials,Pune,Maharashtra,18.379620504994982,73.63275512622768,True,3.7,8,steel_scrap,Steel Scrap,1667,41.3,1.85,metals,"Steel Scrap surplus from food processing operations, approximately 1667kg available, grade A, located in Pune, Maharashtra"
C076,Supreme Enterprises,Electronics Assembly,Coimbatore,Tamil Nadu,11.102804410523293,76.6744903837062,True,4.8,54,cardboard,Cardboard / OCC,1081,11.0,0.94,paper,"Cardboard / OCC surplus from food processing operations, approximately 1081kg available, grade B, located in Coimbatore, Tamil Nadu"
C076,Supreme Enterprises,Electronics Assembly,Coimbatore,Tamil Nadu,11.102804410523293,76.6744903837062,True,4.8,54,kraft_paper,Kraft Paper Waste,138,8.5,0.86,paper,"Kraft Paper Waste surplus from paint manufacturer operations, approximately 138kg available, grade A, located in Coimbatore, Tamil Nadu"
C077,Premier Manufacturing,Construction Materials,Delhi,Delhi,28.569109599734773,77.18234603458062,True,4.0,76,sawdust,Sawdust,1891,3.5,0.65,organic,"Sawdust surplus from food processing operations, approximately 1891kg available, grade B, located in Delhi, Delhi"
C078,Allied Processing,Paper Mill,Hyderabad,Telangana,17.35593294957917,78.32379614461875,True,4.2,53,cardboard,Cardboard / OCC,1674,12.7,0.94,paper,"Cardboard / OCC surplus from paint manufacturer operations, approximately 1674kg available, grade A, located in Hyderabad, Telangana"
C078,Allied Processing,Paper Mill,Hyderabad,Telangana,17.35593294957917,78.32379614461875,True,4.2,53,kraft_paper,Kraft Paper Waste,1390,8.4,0.86,paper,"Kraft Paper Waste surplus from cement plant operations, approximately 1390kg available, grade A, located in Hyderabad, Telangana"
C079,Pioneer Manufacturing,Packaging Manufacturer,Ludhiana,Punjab,31.100063133084912,75.6132380610222,False,4.6,103,pp_granules,PP Granules,572,59.7,1.96,plastics,"PP Granules surplus from construction materials operations, approximately 572kg available, grade B, located in Ludhiana, Punjab"
C080,JSW Industries,Chemical Plant,Nagpur,Maharashtra,21.206046054734806,78.99918771141589,True,3.8,84,wood_chips,Wood Chips,774,6.7,0.72,organic,"Wood Chips surplus from cement plant operations, approximately 774kg available, grade A, located in Nagpur, Maharashtra"
C081,Anand Limited,Textile Mill,Coimbatore,Tamil Nadu,11.201132822691406,77.162893096797,True,4.7,78,pet_flakes,PET Flakes,1189,43.2,2.15,plastics,"PET Flakes surplus from cement plant operations, approximately 1189kg available, grade B, located in Coimbatore, Tamil Nadu"
C082,Mahindra Industries,Construction Materials,Delhi,Delhi,28.92601762392186,77.14229265685684,True,3.7,81,steel_scrap,Steel Scrap,1489,41.0,1.85,metals,"Steel Scrap surplus from steel mill operations, approximately 1489kg available, grade A, located in Delhi, Delhi"
C083,Tata Solutions,Cement Plant,Mumbai,Maharashtra,19.340844454382033,72.93543426332306,True,3.7,96,pp_granules,PP Granules,979,59.0,1.96,plastics,"PP Granules surplus from steel mill operations, approximately 979kg available, grade B, located in Mumbai, Maharashtra"
C084,Aditya Works,Chemical Plant,Bangalore,Karnataka,12.800941379202648,77.60200778348066,True,3.7,86,hdpe_pellets,HDPE Plastic Pellets,1405,56.7,1.73,plastics,"HDPE Plastic Pellets surplus from food processing operations, approximately 1405kg available, grade B, located in Bangalore, Karnataka"
C085,Anand Enterprises,Steel Mill,Delhi,Delhi,28.47609060622333,77.10093119716801,True,3.7,68,steel_scrap,Steel Scrap,162,32.4,1.85,metals,"Steel Scrap surplus from chemical plant operations, approximately 162kg available, grade B, located in Delhi, Delhi"
C085,Anand Enterprises,Steel Mill,Delhi,Delhi,28.47609060622333,77.10093119716801,True,3.7,68,iron_powder,Iron Powder,1986,20.1,1.6,metals,"Iron Powder surplus from construction materials operations, approximately 1986kg available, grade B, located in Delhi, Delhi"
C086,National Solutions,Food Processing,Ludhiana,Punjab,30.8585705717805,75.79995373070314,True,3.9,51,aluminum_scrap,Aluminium Scrap,136,93.2,9.2,metals,"Aluminium Scrap surplus from electronics assembly operations, approximately 136kg available, grade B, located in Ludhiana, Punjab"
C087,Shree Works,Food Processing,Mumbai,Maharashtra,19.01626988978965,72.62488825248973,True,4.6,28,pcb_scrap,PCB / E-Waste Scrap,1753,190.2,5.4,electronic,"PCB / E-Waste Scrap surplus from steel mill operations, approximately 1753kg available, grade A, located in Mumbai, Maharashtra"
C087,Shree Works,Food Processing,Mumbai,Maharashtra,19.01626988978965,72.62488825248973,True,4.6,28,kraft_paper,Kraft Paper Waste,230,7.8,0.86,paper,"Kraft Paper Waste surplus from packaging manufacturer operations, approximately 230kg available, grade B, located in Mumbai, Maharashtra"
C088,Mahindra Solutions,Foundry,Rajkot,Gujarat,22.57883400939829,70.88946578570173,False,3.7,32,cardboard,Cardboard / OCC,283,12.1,0.94,paper,"Cardboard / OCC surplus from textile mill operations, approximately 283kg available, grade A, located in Rajkot, Gujarat"
C089,Pioneer Pvt Ltd,Cement Plant,Ahmedabad,Gujarat,23.06074128997271,72.61908085382389,True,4.8,82,pcb_scrap,PCB / E-Waste Scrap,1392,157.1,5.4,electronic,"PCB / E-Waste Scrap surplus from cement plant operations, approximately 1392kg available, grade B, located in Ahmedabad, Gujarat"
C090,Supreme Manufacturing,Chemical Plant,Delhi,Delhi,28.681145491867873,76.82506434734266,True,3.9,82,copper_wire,Copper Wire Scrap,955,436.6,3.8,metals,"Copper Wire Scrap surplus from cement plant operations, approximately 955kg available, grade A, located in Delhi, Delhi"
C090,Supreme Manufacturing,Chemical Plant,Delhi,Delhi,28.681145491867873,76.82506434734266,True,3.9,82,mixed_plastic,Mixed Plastic Scrap,612,18.5,1.5,plastics,"Mixed Plastic Scrap surplus from steel mill operations, approximately 612kg available, grade A, located in Delhi, Delhi"
C091,Aditya Limited,Furniture Manufacturer,Kolkata,West Bengal,22.385543679041536,88.42690350044204,True,4.9,57,mixed_plastic,Mixed Plastic Scrap,1671,19.3,1.5,plastics,"Mixed Plastic Scrap surplus from automobile parts operations, approximately 1671kg available, grade A, located in Kolkata, West Bengal"
C092,Apex Solutions,Steel Mill,Pune,Maharashtra,18.771162073470176,73.78914993571388,True,4.5,6,cardboard,Cardboard / OCC,130,11.1,0.94,paper,"Cardboard / OCC surplus from electronics assembly operations, approximately 130kg available, grade B, located in Pune, Maharashtra"
C092,Apex Solutions,Steel Mill,Pune,Maharashtra,18.771162073470176,73.78914993571388,True,4.5,6,wood_chips,Wood Chips,949,6.0,0.72,organic,"Wood Chips surplus from food processing operations, approximately 949kg available, grade A, located in Pune, Maharashtra"
C093,Premier Solutions,Packaging Manufacturer,Jamshedpur,Jharkhand,22.854243708751852,85.98775702835059,True,5.0,89,pet_flakes,PET Flakes,1439,43.5,2.15,plastics,"PET Flakes surplus from chemical plant operations, approximately 1439kg available, grade B, located in Jamshedpur, Jharkhand"
C093,Premier Solutions,Packaging Manufacturer,Jamshedpur,Jharkhand,22.854243708751852,85.98775702835059,True,5.0,89,aluminum_scrap,Aluminium Scrap,1532,105.0,9.2,metals,"Aluminium Scrap surplus from food processing operations, approximately 1532kg available, grade A, located in Jamshedpur, Jharkhand"
C094,Supreme Manufacturing,Furniture Manufacturer,Delhi,Delhi,28.806373624047964,77.10759309185369,False,4.0,27,kraft_paper,Kraft Paper Waste,684,8.1,0.86,paper,"Kraft Paper Waste surplus from furniture manufacturer operations, approximately 684kg available, grade A, located in Delhi, Delhi"
C094,Supreme Manufacturing,Furniture Manufacturer,Delhi,Delhi,28.806373624047964,77.10759309185369,False,4.0,27,sawdust,Sawdust,1671,3.8,0.65,organic,"Sawdust surplus from construction materials operations, approximately 1671kg available, grade B, located in Delhi, Delhi"
C095,Supreme Industries,Furniture Manufacturer,Rajkot,Gujarat,22.205958623178567,70.96198456266835,False,4.1,20,iron_powder,Iron Powder,208,20.7,1.6,metals,"Iron Powder surplus from cement plant operations, approximately 208kg available, grade B, located in Rajkot, Gujarat"
C095,Supreme Industries,Furniture Manufacturer,Rajkot,Gujarat,22.205958623178567,70.96198456266835,False,4.1,20,copper_wire,Copper Wire Scrap,257,421.0,3.8,metals,"Copper Wire Scrap surplus from plastic moulding operations, approximately 257kg available, grade A, located in Rajkot, Gujarat"
C096,Kalyan Enterprises,Cement Plant,Nagpur,Maharashtra,21.294921910857262,79.05755677782001,True,4.0,103,steel_scrap,Steel Scrap,1435,40.5,1.85,metals,"Steel Scrap surplus from electronics assembly operations, approximately 1435kg available, grade A, located in Nagpur, Maharashtra"
C097,JSW Recyclers,Paint Manufacturer,Jamshedpur,Jharkhand,22.62441863886681,86.26569806854604,True,3.6,61,pet_flakes,PET Flakes,952,44.5,2.15,plastics,"PET Flakes surplus from chemical plant operations, approximately 952kg available, grade B, located in Jamshedpur, Jharkhand"
C097,JSW Recyclers,Paint Manufacturer,Jamshedpur,Jharkhand,22.62441863886681,86.26569806854604,True,3.6,61,wood_chips,Wood Chips,1643,5.8,0.72,organic,"Wood Chips surplus from plastic moulding operations, approximately 1643kg available, grade B, located in Jamshedpur, Jharkhand"
C098,Supreme Recyclers,Paint Manufacturer,Kolkata,West Bengal,22.53508353611699,88.63174795780705,True,4.2,44,sawdust,Sawdust,1793,3.5,0.65,organic,"Sawdust surplus from packaging manufacturer operations, approximately 1793kg available, grade B, located in Kolkata, West Bengal"
C098,Supreme Recyclers,Paint Manufacturer,Kolkata,West Bengal,22.53508353611699,88.63174795780705,True,4.2,44,used_lubricant,Used Lubricant Oil,1612,22.5,2.85,chemical,"Used Lubricant Oil surplus from electronics assembly operations, approximately 1612kg available, grade B, located in Kolkata, West Bengal"
C099,Mahindra Processing,Automobile Parts,Indore,MP,22.61081092526984,75.61714987463583,True,4.0,18,steel_scrap,Steel Scrap,815,35.0,1.85,metals,"Steel Scrap surplus from packaging manufacturer operations, approximately 815kg available, grade B, located in Indore, MP"
C100,Pioneer Pvt Ltd,Food Processing,Nagpur,Maharashtra,20.84895071898337,78.83573546276243,True,4.8,70,fly_ash,Fly Ash,1475,3.3,0.48,industrial,"Fly Ash surplus from cement plant operations, approximately 1475kg available, grade A, located in Nagpur, Maharashtra"
